y,trt,limit_bal,sex,education,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,age_cycle,risk,young
-3.0536019349631256,0,50000,0,2,49,-1,-1,-1,-1,-1,-1,12515,9115,1198,198,1198,11198,9115,1198,198,1198,11198,29358,0.8123259775337441,-9.721165995742174,0.9106666666666667
-21.710790070228075,0,100000,1,1,26,0,0,0,0,0,0,91189,93383,96301,90858,92724,96030,3500,4300,4400,4000,4700,5000,0.06068473073584442,-10.819778284410283,0.1709
1.5673501365857996,1,120000,0,1,29,-1,2,-1,-1,0,-1,632,316,316,632,316,316,0,316,632,0,316,782,-0.20093734962526053,-11.002099841204238,0.3206
-0.4493535447175653,0,360000,0,1,26,2,2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,0.06068473073584442,-12.100712129872347,0.1709
-1.0676286832256277,0,30000,0,2,25,0,0,0,0,0,0,7244,8265,9436,10123,10335,10691,1142,1313,1000,375,528,600,0.8727082397389971,-9.210340371976182,0.12903333333333333
0.2794769792336491,0,50000,0,1,30,-2,-2,-2,-2,-2,-2,0,2070,0,0,0,0,2070,0,0,0,0,0,0.7157415085961183,-10.126631103850338,0.36710000000000004
-20.01301928105417,0,350000,0,1,33,0,-1,-1,-1,-1,-1,82964,68532,17926,17966,30741,31088,68940,18018,18058,30897,31244,88461,-0.6100254061874114,-12.072541252905651,0.4844666666666667
-11.377430786955552,0,50000,1,3,30,0,0,0,0,-2,-2,49631,49641,50355,0,0,0,3000,2000,0,0,0,0,0.7157415085961183,-9.433483923290392,0.36710000000000004
2.173833966020494,1,160000,1,1,53,2,2,-1,-1,-2,-1,1309,0,4582,0,0,2191,0,4582,0,0,2191,4825,-0.9723416766119256,-11.289781913656018,0.9566666666666667
-22.947481310592007,0,150000,0,3,40,0,-1,-1,0,-1,0,95943,1473,1863,390,772,382,32153,1863,0,772,0,398,-0.9804837885986036,-10.532096211958502,0.7242000000000001
-0.6671008876154889,0,140000,0,3,33,-1,-1,-1,-1,-1,-1,1247,1654,840,2153,827,-8808,1654,840,2153,827,827,9635,-0.6100254061874114,-10.46310334047155,0.4844666666666667
0.1882788977764196,0,280000,0,2,29,-2,-2,-2,-2,-2,-1,0,0,0,0,0,5017,0,0,0,0,5017,101,-0.20093734962526053,-11.443932593483277,0.3206
-19.815409521093585,0,200000,1,3,69,0,0,0,0,0,0,83858,66979,65728,64490,53186,52136,3207,3042,2100,2008,2508,2000,0.8639286691783594,-10.819778284410283,0.9991666666666668
-7.317720668113313,0,280000,0,2,46,0,0,2,2,0,0,29523,154398,151984,47851,49374,50198,126000,3000,0,3000,2000,2000,-0.8864983274113702,-11.443932593483277,0.8633666666666667
2.495272654888396,1,500000,1,3,30,-1,0,0,0,-1,-1,1092,5227,5453,5540,6263,1831,4303,1096,1020,6315,1833,9649,0.7157415085961183,-11.736069016284437,0.36710000000000004
-1.885967522950621,0,100000,1,3,45,-1,-1,0,0,0,0,10380,71944,72486,73717,74402,73187,72024,4028,6006,3018,3000,3008,-0.0896017099415335,-10.126631103850338,0.8443666666666667
1.5091638258307174,1,90000,0,1,24,-1,-1,-2,-2,-2,-2,491,0,0,0,0,0,0,0,0,0,0,0,0.8823678178263664,-10.714417768752456,0.0895
-4.276417652976297,0,170000,1,2,29,0,0,0,0,-1,0,23070,186183,164405,93983,2806,1732,164000,7000,5215,3500,2000,300,-0.20093734962526053,-10.94494142736429,0.3206
2.4342971707566425,1,130000,1,3,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.5867930554568132,-10.388995368317829,0.6634
-5.790212306498394,0,100000,0,2,39,0,0,-1,0,0,-1,24110,10497,20159,7053,0,1120,2000,20159,500,0,1120,1909,-0.36432449840207637,-10.41431317630212,0.6952
-11.107834326588671,0,70000,0,2,28,0,0,0,0,0,0,45738,36105,27484,28526,30053,30379,4016,2000,2000,2000,2000,2000,-0.93287533527124,-10.057638232363386,0.2671
0.44384717514504174,0,250000,0,1,49,-1,-1,-2,-2,-1,0,1104,0,0,0,3000,1500,0,0,0,3000,0,3212,0.8123259775337441,-11.736069016284437,0.9106666666666667
-1.0347502209719395,0,20000,1,2,23,0,0,0,0,0,0,9550,10867,11585,12899,13087,13327,1480,1198,1512,700,600,2700,0.08078249345185172,-8.804875263868018,0.05193333333333334
-7.193710313249808,0,30000,0,2,35,2,3,2,2,2,2,27223,26474,25344,25634,24924,26546,0,2000,1000,0,2026,0,-0.46665063862875417,-9.210340371976182,0.5603
-1.492036536330862,0,480000,0,1,57,-1,-1,-2,-1,-1,-1,7066,2328,4279,24973,76738,25108,6378,5096,25173,25896,25108,25000,0.45880389090068435,-12.388394202324129,0.9818666666666667
-45.4281023665804,0,110000,0,2,41,0,0,0,0,0,0,182235,185646,168171,129227,49830,50287,6071,5070,3362,1755,2000,2000,-0.6951908052902339,-10.509623356106443,0.7516666666666667
-20.940992148903415,0,280000,0,2,27,-1,0,0,0,2,0,82742,153791,85601,108984,105275,117635,10077,27785,30000,23,20000,3406,-0.8071320398438693,-11.443932593483277,0.22013333333333335
-35.708720748786355,0,140000,0,2,31,0,0,0,0,0,0,137326,138119,137950,140254,139679,141748,6400,6600,6500,5100,5300,6000,0.9743709246253078,-10.750785412923332,0.4076666666666667
-44.31074901505736,0,100000,0,2,37,0,0,0,0,0,0,177961,108173,15697,11353,9306,9693,3082,2022,1000,1000,500,300,0.998415780263531,-10.41431317630212,0.6319333333333333
1.7948258307123008,0,230000,1,1,59,1,-2,-2,-2,-1,-1,0,0,0,0,1715,0,0,0,0,1715,0,0,-0.9988747017534488,-11.652687407345388,0.9887
-0.35967480107059535,0,440000,0,1,37,-1,-1,-1,-1,-1,-1,5302,13333,686,-414,2736,12586,13333,1383,0,3150,13000,5500,0.998415780263531,-12.301382825334498,0.6319333333333333
-20.965521554375268,0,90000,1,2,34,0,0,0,0,0,0,86275,87848,88065,90032,50802,50821,4004,4000,4003,2000,2000,2000,-0.996364473298146,-10.308952660644293,0.5232
-17.727468699063543,0,340000,1,2,48,0,0,0,0,0,0,73627,75052,76022,76402,75356,76237,3870,3819,2823,2876,2853,2863,-0.05184735731594349,-11.638088607924235,0.8956000000000001
-2.574360640331556,0,20000,1,2,28,0,0,0,2,2,3,15226,16658,19374,18766,20859,20247,2000,3300,0,2700,0,500,-0.93287533527124,-8.804875263868018,0.2671
-2.0949009322665146,0,40000,1,3,23,0,0,0,0,0,-2,15045,15899,16700,17500,0,0,1400,1200,1000,0,0,0,0.08078249345185172,-9.210340371976182,0.05193333333333334
3.313326557674644,1,210000,1,1,35,-1,2,2,-2,-2,-2,1527,1350,0,0,0,0,0,0,0,0,0,0,-0.46665063862875417,-11.56171562913966,0.5603
-10.677118784523463,0,50000,1,3,23,0,0,0,0,0,0,47033,43512,32287,34156,14618,3648,1707,1318,496,1076,708,20027,0.08078249345185172,-9.433483923290392,0.05193333333333334
3.0050373463705764,1,220000,1,1,32,-1,2,-1,-1,0,0,528,264,264,292,528,264,0,264,292,500,0,264,0.3371682060957321,-11.608235644774552,0.4462666666666667
-17.427499785653765,0,370000,0,1,28,0,0,0,0,0,0,68452,71014,72547,74501,76058,77572,3513,3046,3000,2589,2603,2695,-0.93287533527124,-12.128111104060462,0.2671
-0.5492145889158342,0,260000,0,2,33,-2,-2,-2,-2,-2,-2,3342,8978,4331,13860,1987,5626,9023,4353,13929,1997,5654,3964,-0.6100254061874114,-11.369824621329554,0.4844666666666667
0.11753662544463406,0,30000,0,2,31,-1,2,2,3,2,2,699,309,-471,1479,1320,930,0,0,1950,0,390,0,0.9743709246253078,-9.210340371976182,0.4076666666666667
-24.04749337541325,0,150000,0,2,29,0,0,0,0,0,0,94409,92047,79088,81399,74009,65871,5000,5000,5000,6000,5000,4000,-0.20093734962526053,-10.819778284410283,0.3206
1.9940425880822856,0,180000,1,1,45,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-0.0896017099415335,-11.407564949312402,0.8443666666666667
-32.89178321152742,0,140000,0,2,35,1,2,0,0,2,2,130215,126720,128116,136956,134665,142199,0,5000,11000,0,10000,0,-0.46665063862875417,-10.750785412923332,0.5603
2.1529114363162427,1,30000,1,2,25,2,2,7,7,7,6,2400,2400,2400,2400,2400,1800,0,0,0,0,0,0,0.8727082397389971,-9.210340371976182,0.12903333333333333
-15.403028390992782,0,100000,0,1,40,2,2,2,2,2,2,63422,64785,63179,67467,65784,69309,3000,0,5346,0,4600,3000,-0.9804837885986036,-10.819778284410283,0.7242000000000001
-7.380802426823549,0,110000,0,2,24,0,0,0,0,0,0,28956,33115,31752,30539,29468,33259,5000,2000,2000,2000,7000,2000,0.8823678178263664,-10.509623356106443,0.0895
-0.785309246368711,0,60000,0,2,38,-2,-2,-2,-2,-2,-2,4764,30500,0,0,52829,41404,30500,0,0,52829,41404,22401,0.5867930554568132,-9.903487552536127,0.6634
-36.706110097482636,0,280000,0,1,44,0,0,0,0,0,0,146390,148737,151000,152538,154291,155955,5111,5100,4300,4500,4500,4500,0.7896743064290928,-11.84939770159144,0.8238000000000001
-21.324761817995117,0,90000,1,2,25,0,0,0,0,0,0,91151,88937,91097,52285,46430,47404,3453,3868,1960,1658,1718,2200,0.8727082397389971,-10.308952660644293,0.12903333333333333
-4.5323197872012315,0,180000,1,2,28,1,1,-2,-2,-2,-1,23638,-46,-46,-46,-46,1154,3000,0,0,0,1200,44338,-0.93287533527124,-11.002099841204238,0.2671
2.1486645586689526,0,310000,1,1,40,-2,-2,-2,-2,-2,-2,-150,-150,-150,-150,-150,-150,0,0,0,0,0,0,-0.9804837885986036,-11.951180395901384,0.7242000000000001
-17.624892709895576,0,70000,0,3,59,2,2,2,2,2,2,68766,70772,71622,68443,72210,70267,3700,2604,0,5001,9,2603,-0.9988747017534488,-9.769956159911606,0.9887
0.11165016062869249,0,200000,0,1,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-0.996364473298146,-11.512925464970229,0.5232
-20.53319657098431,0,220000,1,2,36,0,0,0,0,0,0,87431,114959,110700,58674,50247,85500,50005,20010,2481,20000,55827,34675,0.4920996411262343,-11.202770536666389,0.5972333333333334
-33.3784238074787,0,200000,0,1,25,0,-1,-1,-1,-2,-2,136435,105,99230,92388,18758,0,105,99230,10038,18758,0,0,0.8727082397389971,-11.512925464970229,0.12903333333333333
-2.1215349506034347,0,180000,0,3,36,-2,-2,-2,-1,-1,-1,11540,633,606,20972,940,1383,633,606,20999,940,1383,0,0.4920996411262343,-10.714417768752456,0.5972333333333334
1.0137605191678642,0,80000,1,2,32,-1,-1,-1,-1,-1,-1,2976,13384,2255,1830,2647,11083,13424,2267,1835,2655,11116,4020,0.3371682060957321,-10.191169624987909,0.4462666666666667
2.827309245766904,1,500000,1,1,35,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-0.46665063862875417,-12.429216196844383,0.5603
-0.025296350066836504,0,80000,0,2,27,1,2,2,2,2,-1,3970,1603,3740,2000,0,2096,0,2191,0,0,2096,0,-0.8071320398438693,-10.191169624987909,0.22013333333333335
0.19500121914856855,0,50000,0,1,40,-2,-2,-2,-2,-2,-2,0,1470,0,0,591,426,1470,0,0,591,426,595,-0.9804837885986036,-10.126631103850338,0.7242000000000001
-24.868767860406187,0,130000,0,2,31,0,0,0,0,0,0,97544,99208,102946,103750,105818,98401,4000,5300,3700,3600,3700,3500,0.9743709246253078,-10.676677440769609,0.4076666666666667
-13.958643959363407,0,60000,1,2,39,0,0,0,0,0,0,59929,35338,22856,22122,19531,16594,2110,2000,200,467,500,4100,-0.36432449840207637,-9.903487552536127,0.6952
-17.124333609424472,0,80000,0,5,25,0,0,0,0,0,0,72732,74120,74071,41008,32152,32748,3201,4016,2109,1151,1685,1342,0.8727082397389971,-9.498022444427964,0.12903333333333333
0.27603887040209707,0,430000,0,1,37,-2,-2,-2,-2,-2,-2,1013,0,2320,0,4139,0,0,2320,0,4139,1015,0,0.998415780263531,-12.2783933071098,0.6319333333333333
-6.291079110555655,0,30000,0,1,23,2,0,0,0,0,0,25366,26554,27435,28270,28632,30193,2000,2000,2000,1500,2400,1100,0.08078249345185172,-9.615805480084347,0.05193333333333334
-4.902437764165904,0,50000,1,2,30,0,0,0,0,0,-2,26666,21062,6495,2207,0,0,2000,2000,1000,0,0,0,0.7157415085961183,-9.721165995742174,0.36710000000000004
-4.07006227273673,0,580000,0,2,33,0,0,0,0,-1,-1,18812,15408,20629,10682,6788,10413,2000,10053,8017,6788,10413,10519,-0.6100254061874114,-12.172171093854493,0.4844666666666667
-10.64041078018763,0,470000,0,2,33,0,0,0,0,0,0,43353,47682,46429,43405,42796,44171,5000,2600,1500,1500,2000,1500,-0.6100254061874114,-11.961875685018132,0.4844666666666667
-1.1673104709578161,0,90000,0,2,40,2,2,2,2,2,0,4918,4694,6547,7481,7212,7595,0,2100,1200,0,500,1000,-0.9804837885986036,-10.308952660644293,0.7242000000000001
1.4015646916094486,0,30000,1,2,38,-1,-1,-2,-1,-1,-1,315,923,2939,1993,1907,3319,923,2977,1999,3057,3319,1000,0.5867930554568132,-9.210340371976182,0.6634
-11.246169022378307,0,50000,0,1,23,0,0,0,0,0,-1,49061,47209,47471,21571,19005,772,2138,1400,431,380,772,8,0.08078249345185172,-10.126631103850338,0.05193333333333334
-49.96313758650246,0,260000,1,3,48,0,0,0,0,-1,0,200716,203751,205530,-170000,171696,174151,8812,9158,0,497000,10000,7000,-0.05184735731594349,-11.082142548877775,0.8956000000000001
-22.5894943802161,0,130000,0,2,29,0,0,2,0,0,2,88345,94597,92077,93272,96298,95745,8600,0,3500,7100,3600,2900,-0.20093734962526053,-10.676677440769609,0.3206
-24.31841422524746,0,100000,0,2,30,2,2,2,2,2,2,96638,98491,99983,100555,103300,101471,4300,4000,3100,4500,0,3845,0.7157415085961183,-10.41431317630212,0.36710000000000004
0.30618849693832106,1,360000,1,1,34,0,0,0,-1,-1,-1,3187,3758,-1360,113091,114251,117922,1025,1361,116380,4001,5001,4001,-0.996364473298146,-12.100712129872347,0.5232
1.1758465604486337,0,240000,1,1,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.4920996411262343,-11.695247021764184,0.5972333333333334
-41.84376284088674,0,160000,0,2,42,0,0,0,0,0,0,165686,169969,170142,119529,122059,111378,8450,5289,4022,4195,3986,3958,0.2292573983653189,-10.884316805547854,0.7781333333333333
-11.891270086316402,0,80000,0,1,24,2,2,0,0,0,0,48597,49259,46209,46574,47230,48282,1800,1800,1800,1800,1800,2000,0.8823678178263664,-10.596634733096073,0.0895
-3.202876707164027,0,280000,0,1,31,-1,-1,-1,-1,-1,-1,14697,4492,1415,15251,316,316,4501,2343,15289,316,316,3179,0.9743709246253078,-11.84939770159144,0.4076666666666667
0.9355500449116716,1,50000,0,1,25,-1,-1,-1,-1,-1,-1,3195,3548,23231,2881,3048,2739,3557,23501,2889,3057,2746,47651,0.8727082397389971,-10.126631103850338,0.12903333333333333
0.49602224429168074,0,20000,1,2,26,-1,-1,-1,-1,-1,-1,1439,1261,390,540,540,540,1261,390,540,540,540,780,0.06068473073584442,-8.804875263868018,0.1709
-25.120502621033204,0,140000,0,1,28,1,2,0,0,0,2,99215,96776,98949,100673,106935,104427,0,3932,3717,8000,0,4000,-0.93287533527124,-11.156250521031495,0.2671
-21.636493326743796,0,150000,1,1,27,0,0,0,0,0,0,86009,86108,89006,89775,87725,40788,4031,10006,3266,4040,1698,800,-0.8071320398438693,-11.225243392518447,0.22013333333333335
-12.685518810271107,0,80000,0,1,23,0,0,0,0,0,-1,53261,38091,19744,14556,0,1460,4500,2011,3105,0,1460,0,0.08078249345185172,-10.596634733096073,0.05193333333333334
-12.934343768603101,0,220000,0,1,28,0,0,-1,-1,-1,0,53342,56022,5806,5637,23054,10730,5000,5806,5637,23054,0,2406,-0.93287533527124,-11.608235644774552,0.2671
0.0020990446400345197,0,180000,0,2,58,-2,-2,-2,-2,-2,-2,0,0,750,1576,1504,0,0,750,1576,1504,0,1000,-0.49978577269348934,-11.002099841204238,0.9859333333333333
-18.016193349566358,0,80000,0,2,23,2,0,0,0,0,0,71975,64153,47680,33336,24439,26187,3139,4000,3000,2000,2000,0,0.08078249345185172,-10.191169624987909,0.05193333333333334
0.9527221795357381,1,20000,0,2,24,1,2,0,0,2,0,6025,5786,10471,11542,11216,14834,0,5000,1550,0,4000,4026,0.8823678178263664,-8.804875263868018,0.0895
-1.804829137209326,0,200000,1,2,39,0,0,0,0,0,0,15138,16396,6989,6619,7362,7252,1513,1106,335,845,1513,413,-0.36432449840207637,-11.107460356862065,0.6952
0.9523066067021502,1,30000,1,3,52,1,2,2,-1,0,0,3997,2522,0,1919,2658,2497,0,0,1919,2000,1100,201,-0.7218949176926871,-8.922658299524402,0.9458333333333334
-17.397900606606324,0,140000,0,3,46,0,0,0,0,0,0,68075,69972,71805,73613,75426,77169,3000,3000,3000,3000,3000,5000,-0.8864983274113702,-10.46310334047155,0.8633666666666667
-8.834278479476241,0,50000,0,3,46,0,0,0,0,0,0,36259,37669,8770,7251,15948,8838,2500,2127,1500,1000,1000,1000,-0.8864983274113702,-9.433483923290392,0.8633666666666667
1.2952253769522706,1,110000,0,2,34,-2,-2,-2,-2,-2,-2,0,576,0,0,0,0,576,0,0,0,0,0,-0.996364473298146,-10.509623356106443,0.5232
-8.223024683783365,0,70000,0,3,38,0,0,0,0,0,0,34240,34913,26583,23593,15114,11222,2000,2000,1000,500,500,2000,0.5867930554568132,-9.769956159911606,0.6634
0.19069717252053764,0,30000,1,2,27,-1,-1,-1,-1,-1,-1,3902,1950,890,0,750,0,1950,2390,0,750,0,1280,-0.8071320398438693,-9.210340371976182,0.22013333333333335
-4.981339618732614,0,20000,1,2,31,1,4,3,2,0,0,21676,21054,20442,19773,20238,18062,0,0,0,1000,1000,1000,0.9743709246253078,-8.804875263868018,0.4076666666666667
2.0775453452587023,1,150000,0,3,45,1,-1,0,0,0,0,-141,10987,12733,6908,6713,8048,11254,2000,1225,1244,1447,7000,-0.0896017099415335,-10.532096211958502,0.8443666666666667
-8.189562644686172,0,40000,0,3,23,2,2,2,0,0,0,34415,35170,34305,34985,35719,36428,1600,0,1250,1296,1302,1348,0.08078249345185172,-9.210340371976182,0.05193333333333334
1.4756452383768828,0,250000,1,2,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-0.9804837885986036,-11.330603908176274,0.7242000000000001
-32.67213999640053,0,130000,0,3,49,0,0,-2,-2,-2,-2,132571,-829,-829,-829,-829,-829,0,0,0,0,0,0,0.8123259775337441,-10.388995368317829,0.9106666666666667
-9.165882618668386,0,50000,0,2,53,0,0,0,0,0,0,36997,36927,34929,31874,28993,29409,1607,2010,1505,1001,2007,2007,-0.9723416766119256,-9.721165995742174,0.9566666666666667
-12.630414229920085,0,50000,0,2,39,2,2,0,0,0,0,50932,49799,47652,49336,28390,28985,0,2098,2782,936,971,874,-0.36432449840207637,-9.721165995742174,0.6952
1.476706701733773,0,130000,1,2,42,-1,-1,-1,-1,-1,-1,396,396,396,396,396,396,396,396,396,396,396,396,0.2292573983653189,-10.676677440769609,0.7781333333333333
3.004949079500856,1,290000,1,1,30,1,-2,-2,-2,-1,-1,0,-291,-582,-1164,291,732,0,0,0,1455,732,291,0.7157415085961183,-11.884489021402711,0.36710000000000004
2.3830198070536666,1,360000,1,3,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-0.996364473298146,-11.407564949312402,0.5232
-5.982423096342779,0,60000,1,2,51,0,0,0,0,0,0,27293,27898,28574,29059,29244,29462,1450,1516,1391,966,997,948,0.19225869936422602,-9.903487552536127,0.9357000000000001
-23.87070446281066,0,140000,0,3,31,0,0,0,0,0,0,92636,94641,96667,98883,79972,81642,3500,3600,3900,3000,3000,3200,0.9743709246253078,-10.46310334047155,0.4076666666666667
-3.7049010006917245,0,50000,1,1,29,-1,0,0,2,0,0,20258,22932,22265,23896,26514,28073,3000,0,2000,3000,2000,1500,-0.20093734962526053,-10.126631103850338,0.3206
1.6873256250128539,1,50000,1,2,58,-1,-1,-1,-1,-1,-1,1956,2060,4904,2056,2515,1464,2060,4904,2056,2515,1464,1515,-0.49978577269348934,-9.721165995742174,0.9859333333333333
3.3439487058979367,1,200000,1,2,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.4920996411262343,-11.107460356862065,0.5972333333333334
-2.1626406076063454,0,20000,0,2,51,-1,-1,-2,-2,-2,-2,10400,0,0,0,0,0,0,0,2000,0,0,0,0.19225869936422602,-8.804875263868018,0.9357000000000001
1.820570723855753,1,300000,0,3,39,-1,-1,-2,-2,-2,-2,1117,0,0,0,0,0,0,0,0,0,0,0,-0.36432449840207637,-11.225243392518447,0.6952
-4.4001286999056655,0,180000,0,2,30,1,2,-1,0,0,0,18435,1563,3842,7146,10480,13886,0,3842,5000,5000,10000,5000,0.7157415085961183,-11.002099841204238,0.36710000000000004
