Y,A,limit_bal,sex,education,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6
-4.253038202378992,0,240000,1,2,30,0,0,0,0,0,0,181461,186160,191355,192406,190086,10003,10009,10014,8500,10000,8000
-2.801786054953097,0,50000,1,3,26,2,0,0,0,0,0,94883,42097,32394,16658,17006,2047,5728,1300,1194,617,650
-2.905798593589994,0,170000,0,2,45,0,0,0,0,0,0,169944,169829,162988,125969,127643,6081,6336,5205,4452,4592,4677
-1.5899996699649726,0,230000,0,1,39,0,0,0,0,0,0,64621,65380,66520,66343,63498,2305,2515,2370,2180,2500,2200
0.6631114848261835,1,150000,0,1,40,-2,-2,-2,-2,-2,-2,371,0,0,222,0,374,0,0,222,0,401
4.065529954023528,1,200000,1,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
-0.9774984481145739,0,20000,0,3,42,0,0,0,0,0,0,15456,16504,17496,18219,18783,1300,1300,1280,1000,1000,1107
-2.8553829551179293,0,390000,0,4,40,0,0,0,0,0,0,199033,197961,195958,196019,199014,7636,5653,5545,5532,5859,6818
0.04800657163736578,0,180000,1,2,30,-1,-1,-1,-1,-1,-1,10000,10970,12786,10300,10000,10000,10970,12786,10300,10000,11080
-3.9120407328176707,0,80000,0,3,29,0,0,0,0,0,0,17434,19145,21807,24442,27038,3000,2000,3000,3000,3000,1000
-2.201178220837849,0,50000,1,2,46,0,0,0,0,0,0,46935,33937,19277,14563,17293,2000,1221,595,1000,3500,2000
-0.7374088077262664,0,340000,0,2,29,0,0,0,-1,0,-1,33689,8108,19291,35882,18924,3000,3000,21000,20000,18924,22534
0.43240373047457215,0,500000,1,1,39,-2,-2,-2,-2,-2,-2,810,8041,68595,72011,77931,810,8081,68595,72011,77931,3608
-0.47728687312513884,1,250000,1,1,29,0,0,0,0,0,0,200603,150035,145876,100971,50333,10022,7004,5414,2500,1010,48440
-0.38440806591243787,1,90000,1,2,38,2,0,0,0,0,0,83036,86181,86311,66572,68119,3000,4500,3500,2500,3500,3000
-0.9344382307179759,0,50000,1,2,29,0,0,0,0,0,-2,24213,24278,24750,0,0,1700,2000,1300,0,0,0
2.67483185995249,1,220000,1,3,30,2,-1,-1,-1,-1,-1,390,0,780,0,780,390,0,780,0,780,390
-0.14088322373537027,0,240000,1,1,34,1,2,-1,-1,0,0,38008,9497,9124,7128,2745,14,9497,9124,2000,1200,1000
0.3001445546112069,0,270000,0,1,33,-2,-2,-2,-2,-2,-2,0,6743,338,0,432,0,6743,338,0,432,3042
-5.392739747233575,0,250000,0,2,35,0,0,0,0,0,0,244628,243223,245031,247911,247353,8310,7938,8101,8430,8808,7820
-3.204418886961184,0,50000,0,1,26,2,0,0,0,0,2,11642,12635,15403,16657,16240,1500,1500,3000,1500,0,3000
-1.1849488466700902,0,100000,1,2,36,0,0,0,0,0,0,47239,48258,49218,99677,51738,1784,1803,1763,1843,4654,2297
-0.9755285216876416,0,320000,0,3,51,-1,-1,-1,-1,-1,0,2855,1021,953,868,872,2869,1026,957,868,4,954
-3.3156571641939894,1,450000,1,1,37,1,2,0,0,0,0,379442,387398,395655,403568,418182,0,14062,14700,14500,21077,12575
-4.635953926320084,0,270000,0,2,39,0,0,0,0,0,0,164354,167788,339599,174797,180313,6000,6079,6213,12840,8500,8205
-1.0894871107810598,0,50000,0,3,23,0,0,4,3,2,2,52067,50977,49839,50546,49628,8800,0,0,1800,0,3800
-0.15141784280356452,0,80000,1,2,25,-1,-1,-1,-1,-1,-1,416,416,416,416,416,416,416,416,416,416,416
-0.42128608342921775,0,20000,1,2,30,0,0,0,0,0,0,19691,19932,19904,19549,19920,1314,1405,1157,802,790,0
-1.3722159914897738,0,200000,1,2,25,0,0,0,0,0,0,108619,110149,110333,85201,84809,5000,5000,5000,3000,5000,10000
-1.6880374462821472,0,130000,0,2,28,0,0,0,0,0,0,113502,111651,102622,96723,98827,4157,4168,5025,3223,4105,4000
-1.8275595037282382,0,180000,1,2,46,0,0,0,0,0,0,95200,99380,77876,65494,66559,6000,7007,5000,3000,5000,2500
1.5868558535825523,0,500000,1,3,47,-1,-1,-1,-1,-1,0,1665,1665,1665,8805,8764,1666,1666,1666,8806,1625,2808
0.30994088392266317,1,230000,0,1,66,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,142
-2.1300716343552475,1,60000,1,2,29,0,0,0,0,0,0,54555,15177,16610,16821,20048,2500,2000,2000,628,3525,3000
-2.648861167762367,0,60000,0,2,45,0,0,0,0,0,0,59702,61188,57459,26551,24901,2152,2464,1462,847,1007,3004
0.554993750557005,0,420000,0,2,57,-1,-1,-1,-1,-1,-1,2629,4352,1440,1486,2290,2629,4360,2064,1486,2290,1290
-1.444124614324524,0,20000,0,2,22,0,0,-2,-1,0,0,-100,0,1828,2800,0,0,1000,1828,1500,0,3000
-2.882886361247788,0,120000,1,1,36,2,0,0,0,2,0,104895,58743,60469,57532,55702,3985,3000,5000,0,2000,1600
-1.7206527453133003,0,180000,1,3,27,-2,-2,-2,-2,-2,-2,1257,1097,243,323,155,1260,1104,243,323,155,209
0.5440771321181634,1,240000,0,2,50,-1,-1,-1,2,0,0,193,386,579,386,193,193,386,386,0,0,536
1.4892733801447235,0,20000,1,2,27,0,0,2,0,0,0,19248,18181,18156,19102,17363,2850,0,514,2000,1000,1570
1.2258497685351126,0,360000,1,1,33,-1,-1,-1,-1,0,-1,4307,12004,21810,13807,2960,4317,12006,21810,0,2960,1810
-2.199109101365348,0,60000,0,2,46,0,0,0,0,0,0,60832,50469,40564,40601,40467,2145,1612,1404,1442,1445,1389
-0.23221642540564835,0,230000,0,2,45,-1,-1,-1,-1,-1,-1,416,416,416,416,416,416,416,416,416,416,572
-0.7618886892192591,1,130000,1,3,29,0,0,0,0,0,0,67857,69945,74082,75653,77259,3698,3786,5923,2796,2815,2929
2.1789172444208105,0,120000,1,2,36,-1,-1,2,2,-2,-2,584,259,-66,-391,-716,843,0,66,325,325,325
0.5355547206031113,0,80000,1,2,35,0,0,0,0,0,0,28659,57803,27562,28224,28867,2000,30000,1000,1000,1000,1500
1.858524867233134,1,160000,1,2,29,-1,-1,-1,-1,-1,-1,6696,6062,4203,5780,12575,7229,6085,4230,5797,12589,6233
-2.7507016772549213,0,360000,1,1,28,0,0,0,0,0,0,86955,127146,103273,91933,108163,25126,60259,27208,31262,90114,30463
-0.11242468725330956,0,200000,0,1,34,-2,-2,-2,-2,-2,-2,810,500,0,0,300,810,500,0,0,300,0
1.638220286790666,0,220000,1,1,31,-2,-2,-2,-2,-2,-2,332,328,1024,1888,1132,333,329,1029,1897,1137,1499
0.35134739486648325,0,80000,1,1,31,-1,-1,-1,-1,2,-1,32223,8308,4082,538,4085,13647,8314,4082,0,4085,0
-2.565892763201653,1,50000,0,1,27,-1,-1,-2,-1,0,0,0,0,6085,6085,5605,0,0,6085,0,0,6690
-2.1729635504551084,0,50000,1,1,23,0,0,0,0,0,0,17515,10483,4697,4793,4891,1229,1000,94,96,98,2330
-3.6675566733479883,0,130000,1,3,28,0,0,0,0,0,0,133781,133834,132336,132614,132208,6900,7000,7000,6000,5500,6000
-1.217013253359341,0,260000,1,3,53,-2,-2,-2,-2,-2,-2,7378,3641,4726,2966,5946,7378,3696,4726,2966,5946,6020
0.32266457438383034,0,250000,0,1,25,0,0,0,0,0,0,10656,7099,11758,17047,16483,4662,2101,7227,7865,8485,5777
-1.7353801869665562,0,110000,0,2,28,0,0,0,0,0,0,19678,18145,17729,17239,10231,1300,1500,1200,467,400,500
-1.375015893762365,0,70000,0,2,45,0,0,0,0,0,0,66163,67605,68855,70377,67818,2500,2507,2428,2594,2602,2500
-0.1826713936678992,0,350000,1,1,29,0,0,0,0,0,0,24973,22752,21010,4470,6838,2001,2010,1082,10506,7034,4573
0.6721316110660367,0,50000,1,3,46,0,0,0,0,0,0,28152,20746,27624,16015,16746,1388,2011,1006,1000,1000,1000
1.1815873690667233,1,50000,1,2,38,0,0,0,0,0,0,29248,17775,17833,18246,18642,1300,1600,650,700,700,700
-2.646469877535907,0,240000,0,2,38,0,0,0,0,0,0,185901,189190,193018,188593,179309,6702,7000,7000,6500,6600,6230
0.18878225675496063,0,60000,0,1,24,0,0,0,0,0,0,16203,16891,15474,14612,16354,2000,1300,2000,1000,2000,1000
2.742710883375717,1,360000,0,1,56,-2,-2,-2,-2,-2,-2,241,0,0,0,2628,241,0,0,0,2628,163
-1.0411776338570733,0,30000,1,2,40,3,3,2,0,0,0,25422,24728,26041,26511,27034,0,0,1730,1200,1100,1151
3.9354047155498963,1,160000,1,2,36,1,-2,-2,-2,-2,-1,0,0,0,0,1000,0,0,0,0,1000,0
-0.17137208317647346,0,400000,0,1,27,-1,-1,-1,-1,-1,-1,426,426,27926,0,430,426,426,27926,27500,430,3504
-1.2580518046718545,0,20000,0,3,47,0,0,0,-1,-1,-2,7268,3699,780,0,0,1125,1000,780,0,0,0
1.2124108502477413,1,50000,1,2,36,4,3,2,0,0,0,50567,48454,49843,51355,29276,3,0,2183,2695,29276,4
2.031387891100856,1,210000,0,2,35,-1,-1,-1,-1,-1,-1,1508,1409,1549,2454,946,1508,1409,1549,2454,946,1525
1.284008411397488,1,130000,0,2,41,0,0,0,0,0,0,9538,10174,11036,10552,9934,1161,1187,1439,345,346,487
-2.4751163993722267,0,90000,1,2,36,4,3,2,0,0,0,61413,59823,29526,25903,26563,0,0,1300,1000,1000,1500
-2.040843072645158,0,170000,0,2,50,0,0,0,0,0,0,176155,171665,65479,61234,42484,7262,5586,2272,2998,39321,1390
0.01068967026559653,1,80000,1,2,36,2,2,2,0,0,0,49853,48781,50170,51237,52360,2200,0,2500,2500,2100,2000
1.8316448173212088,1,260000,0,2,48,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
-0.6037387360822586,0,160000,1,1,39,-2,-2,-2,-2,-2,-2,0,0,0,2920,0,35,0,0,2920,0,12140
-0.044537434026090894,0,500000,1,1,38,-1,-1,-1,-1,-1,-1,34228,7981,695,1130,41026,34241,7993,695,1130,41026,25880
0.369528687760005,0,180000,1,2,33,0,0,0,0,0,0,36877,36862,34337,33524,35223,3006,3007,3002,3000,3000,2003
0.9504969749823922,1,50000,0,2,48,0,0,0,0,0,0,45067,46492,47368,7988,8011,2028,2453,2329,431,300,500
-5.7313899504986905,0,380000,1,1,57,0,0,0,0,0,0,357782,374313,371566,362232,352161,150039,30031,27403,15168,35235,25078
-1.405500525446211,0,130000,1,3,28,0,0,0,0,0,0,132258,133781,133834,132336,132614,5000,6900,7000,7000,6000,5500
-0.2936054442569267,0,320000,1,3,56,0,0,0,0,0,0,262737,199761,187759,68920,62702,9441,7821,7361,2227,2046,1892
-6.342080047196358,0,500000,0,2,33,0,0,0,0,0,0,275025,285034,290002,295756,302149,15000,14500,10370,11000,11000,13000
1.9342201490012616,0,450000,1,2,44,-1,-1,-1,-1,-1,-1,5938,3700,14327,14890,6687,5971,3712,14347,14903,6707,25963
-0.9461350941191364,0,30000,1,3,28,0,0,0,0,-1,-1,10030,9019,7970,1479,1635,1159,1159,1000,1479,1635,780
-3.5663992699789877,0,200000,1,2,58,0,0,0,0,0,0,108055,110258,112451,115090,117064,3923,4001,4025,4451,4167,3527
0.1469830810685291,0,30000,1,2,34,0,0,0,0,0,0,30052,29349,29476,30014,29785,1530,1416,1142,1102,1106,3450
0.47941469309747264,1,150000,0,1,36,0,0,2,0,0,0,25019,24335,24908,15339,0,4938,0,1200,507,0,0
1.6343437523513766,1,420000,1,1,43,-2,-2,-2,-2,-2,-2,2967,2977,2987,3624,3165,3010,3035,3029,3637,3222,3025
-2.736627445619262,0,140000,0,2,41,0,0,0,0,0,0,51993,52678,53753,54821,56145,1855,1913,1952,1963,2208,2084
-1.9162831512671548,0,20000,1,2,27,0,0,0,0,0,0,17904,15300,12776,3585,0,1360,1206,256,72,0,0
-2.597892435073114,0,190000,0,2,34,0,0,2,2,2,0,93705,91317,96079,94428,100618,9310,0,7200,0,8000,4000
-3.6034848998664066,0,360000,0,2,27,0,0,0,0,0,0,249687,250227,123146,101486,93700,124900,6850,4129,5000,2790,2000
-1.0389206293279905,0,80000,0,2,23,0,0,0,0,0,0,8449,10303,11737,10619,49872,2000,2000,2000,1000,40002,2009
2.5031972725893,0,380000,1,1,52,1,-1,-1,-1,-1,-2,2879,1395,3261,0,0,742,1395,3261,0,0,0
-3.452872858120797,0,80000,0,3,37,0,0,0,0,0,0,62209,61991,30597,30794,30684,5021,10036,3000,2000,2000,2000
0.8185284985599877,1,30000,1,1,26,4,3,2,0,0,-2,25177,22768,18600,0,0,0,600,800,0,0,0
-3.8467364967193927,0,460000,1,1,34,0,0,0,0,0,0,372284,380257,386847,301231,325831,15325,16000,15000,11000,30000,20004
-3.4192219959000782,0,360000,0,1,32,0,0,0,0,0,0,272444,256974,241226,241673,233157,10130,12649,8916,7725,8900,6956
-3.294060928075707,0,50000,0,2,47,0,0,0,0,0,0,47155,48052,49491,28618,29217,1755,2000,2295,1000,1048,1058
-2.2770730218670603,0,70000,1,1,46,0,0,0,0,0,0,55274,51766,51757,50013,49946,2600,1800,2000,3140,2000,1800
-3.838060182348424,0,280000,0,2,25,0,0,0,0,0,0,141146,129252,103317,101085,104181,4074,4232,4022,3000,4010,100022
0.3480383769162899,0,20000,1,2,27,0,0,0,0,-2,-2,2948,3372,0,0,0,1086,1000,0,0,0,0
-1.7681601009020937,0,290000,0,2,26,0,0,0,0,0,0,254619,226755,155527,125986,107792,9596,7700,4402,3300,3100,4000
0.922008808357339,0,230000,1,1,35,-2,-2,-2,-2,-2,-2,4106,2562,6245,394,987,4114,2566,6286,394,989,3129
0.3422300525208095,0,360000,0,1,48,-2,-2,-2,-2,-1,-1,-3,-3,-3,711,875,3,0,0,714,879,1519
-1.923155818462181,0,130000,1,1,34,0,0,0,0,0,0,130525,74745,68597,54774,53728,5170,2584,4000,2006,2000,2004
-3.2650294469432466,0,310000,0,1,43,0,0,-1,0,0,0,25349,21033,19033,9588,5222,3023,21033,1000,192,104,87268
-0.2558648467415591,1,10000,0,5,24,-1,0,0,0,0,-2,4576,4139,2583,0,0,1500,2000,583,0,0,0
0.046403584857817703,0,210000,0,1,40,-1,-1,-1,-1,-1,-1,316,316,316,316,876,316,316,316,316,876,1026
-0.3934128873929868,0,150000,1,1,28,-2,-2,-2,-2,-2,-2,434,11021,6253,6257,4152,436,11086,6284,6288,4172,3207
1.437172954875828,0,130000,0,2,37,1,-2,-1,-1,-1,-1,0,306,3670,1473,5555,0,306,3670,1473,5555,1473
3.4280120379893195,1,500000,1,1,45,1,-2,-2,-2,-1,2,0,0,0,1899,1749,0,0,0,1899,0,70200
-3.1424776702142907,0,100000,0,1,28,2,0,0,0,0,0,7267,9967,19706,20378,22038,3000,3000,10000,1000,2000,4000
-1.3701381789932336,1,360000,0,1,31,0,0,0,0,0,0,114746,115304,114966,113208,113504,5200,5000,4000,5000,8000,4000
-0.7184605506424382,0,70000,1,2,36,0,0,0,-2,-2,-2,28850,0,0,0,0,1850,0,0,0,0,0
-1.1347774695644266,0,360000,1,2,28,0,0,0,0,0,0,25173,10633,7217,7364,-7,2086,3017,144,147,0,763
1.2540930845375393,1,240000,0,1,36,1,-1,0,0,0,0,18000,18485,17406,19345,21134,18000,2000,2000,2000,3000,2000
1.2645244284885884,0,230000,0,2,31,-2,-2,-2,-2,-2,-2,3919,6164,3612,7756,4906,3937,6164,3612,7761,4906,3632
